grade,level,word,englishHint,englishScenario,tagalogHint,tagalogScenario,category
4,HARD,TRANSLATION,Converting from one language to another,Bilingual people can do this easily. Can you spell it?,Pagpapalit mula sa isang wika patungo sa iba,Madaling magawa ng mga bilingual na tao ito. Marunong ka bang magbaybay nito?,Skills
4,HARD,TRANSFORMATION,Complete change in form,Caterpillars undergo this to become butterflies. Can you spell it?,Kumpletong pagbabago sa anyo,Dumadaan ang mga uod sa ito upang maging paru-paro. Marunong ka bang magbaybay nito?,Science
4,HARD,CONVERSION,Changing from one form to another,You do this when changing units in math. Can you spell it?,Pagbabago mula sa isang anyo patungo sa iba,Ginagawa mo ito kapag nagbabago ng mga unit sa math. Marunong ka bang magbaybay nito?,Math
4,HARD,ADAPTATION,Adjusting to new conditions,Animals show this when their environment changes. Can you spell it?,Pag-adjust sa mga bagong kondisyon,Ipinapakita ng mga hayop ito kapag nagbabago ang kanilang kapaligiran. Marunong ka bang magbaybay nito?,Science
4,HARD,MODIFICATION,Making partial changes,You do this when you improve something. Can you spell it?,Paggawa ng bahagyang pagbabago,Ginagawa mo ito kapag pinipabuti mo ang isang bagay. Marunong ka bang magbaybay nito?,Skills
4,HARD,ADJUSTMENT,Small change to improve something,You make this to fix problems. Can you spell it?,Maliit na pagbabago upang mapabuti ang isang bagay,Ginagawa mo ito upang ayusin ang mga problema. Marunong ka bang magbaybay nito?,Skills
4,HARD,REFINEMENT,Improvement through small changes,Artists do this to perfect their work. Can you spell it?,Pagpapabuti sa pamamagitan ng maliliit na pagbabago,Ginagawa ng mga artist ito upang perpektuhin ang kanilang gawa. Marunong ka bang magbaybay nito?,Skills
4,HARD,ENHANCEMENT,Making something better,Technology this improves our lives. Can you spell it?,Paggawa ng isang bagay na mas mahusay,Ang teknolohiya na ito ay nagpapabuti ng ating buhay. Marunong ka bang magbaybay nito?,Improvement
4,HARD,OPTIMIZATION,Making something as effective as possible,Engineers do this to improve designs. Can you spell it?,Paggawa ng isang bagay na kasing-epektibo hangga't maaari,Ginagawa ng mga inhinyero ito upang mapabuti ang mga disenyo. Marunong ka bang magbaybay nito?,Skills
4,HARD,MAXIMIZATION,Increasing to the greatest possible amount,Businesses aim for profit this. Can you spell it?,Pagtaas sa pinakamalaking posibleng halaga,Naglalayong ang mga negosyo para sa kita na ito. Marunong ka bang magbaybay nito?,Math
4,HARD,MINIMIZATION,Reducing to the smallest possible amount,Companies try cost this. Can you spell it?,Pagbabawas sa pinakamaliit na posibleng halaga,Sinusubukan ng mga kumpanya ang gastos na ito. Marunong ka bang magbaybay nito?,Math
4,HARD,CALCULATION,Mathematical computation,Engineers do this for building designs. Can you spell it?,Matematikong pagkukuwenta,Ginagawa ng mga inhinyero ito para sa mga disenyo ng gusali. Marunong ka bang magbaybay nito?,Math
4,HARD,COMPUTATION,Process of calculating,Computers do this very quickly. Can you spell it?,Proseso ng pagkukuwenta,Ginagawa ng mga computer ito nang napakabilis. Marunong ka bang magbaybay nito?,Math
4,HARD,ESTIMATION,Approximate calculation,You use this for quick answers. Can you spell it?,Tinatayang pagkukuwenta,Ginagamit mo ito para sa mabilis na mga sagot. Marunong ka bang magbaybay nito?,Math
4,HARD,APPROXIMATION,Close estimate of a value,Scientists use this when exact numbers aren't needed. Can you spell it?,Malapit na tantiya ng isang halaga,Ginagamit ng mga siyentipiko ito kapag hindi kailangan ng eksaktong numero. Marunong ka bang magbaybay nito?,Math
5,EASY,LEADERSHIP,Ability to guide and inspire others,Class presidents show this quality. Can you spell it?,Kakayahang gabayan at magbigay inspirasyon sa iba,Ipinapakita ng mga class president ang katangiang ito. Marunong ka bang magbaybay nito?,Skills
5,EASY,TEAMWORK,Cooperative effort by a group,Sports require this from all players. Can you spell it?,Kooperatibong pagsisikap ng isang grupo,Ang sports ay nangangailangan nito mula sa lahat ng manlalaro. Marunong ka bang magbaybay nito?,Skills
5,EASY,CONFIDENCE,Belief in one's abilities,You gain this through practice and success. Can you spell it?,Paniniwala sa sariling kakayahan,Nakakakuha ka nito sa pamamagitan ng pagsasanay at tagumpay. Marunong ka bang magbaybay nito?,Qualities
5,EASY,INITIATIVE,Taking action without being told,Leaders show this by starting projects. Can you spell it?,Pagkilos nang hindi sinasabihan,Ipinapakita ng mga lider ito sa pamamagitan ng pagsisimula ng mga proyekto. Marunong ka bang magbaybay nito?,Qualities
5,EASY,MOTIVATION,Reason for doing something,Your goals provide this to work hard. Can you spell it?,Dahilan para sa paggawa ng isang bagay,Ang iyong mga layunin ay nagbibigay nito upang magsipag. Marunong ka bang magbaybay nito?,Motivation
5,EASY,INSPIRATION,Something that motivates you,Teachers can be this for students. Can you spell it?,Isang bagay na nag-uudyok sa iyo,Ang mga guro ay maaaring maging ito para sa mga estudyante. Marunong ka bang magbaybay nito?,Motivation
5,EASY,PLANNING,Deciding what to do in advance,You do this before starting a project. Can you spell it?,Pagpapasya kung ano ang gagawin nang maaga,Ginagawa mo ito bago magsimula ng isang proyekto. Marunong ka bang magbaybay nito?,Skills
5,EASY,ORGANIZING,Arranging things systematically,You do this to keep your room tidy. Can you spell it?,Pag-aayos ng mga bagay nang sistematiko,Ginagawa mo ito upang panatilihing malinis ang iyong silid. Marunong ka bang magbaybay nito?,Skills
5,EASY,DIRECTING,Guiding toward a goal,Coaches do this for their teams. Can you spell it?,Paggabay tungo sa isang layunin,Ginagawa ng mga coach ito para sa kanilang mga koponan. Marunong ka bang magbaybay nito?,Skills
5,EASY,CONTROLLING,Managing or regulating,You do this with your emotions. Can you spell it?,Pamamahala o pag-regulate,Ginagawa mo ito sa iyong mga emosyon. Marunong ka bang magbaybay nito?,Skills
5,EASY,COORDINATING,Organizing different parts to work together,Event planners do this for celebrations. Can you spell it?,Pag-oorganisa ng iba't ibang bahagi upang magtulungan,Ginagawa ng mga event planner ito para sa mga pagdiriwang. Marunong ka bang magbaybay nito?,Skills
5,EASY,MANAGING,Controlling and organizing,Parents do this for their households. Can you spell it?,Pagkontrol at pag-oorganisa,Ginagawa ng mga magulang ito para sa kanilang mga sambahayan. Marunong ka bang magbaybay nito?,Skills
5,EASY,DECISION,Choice made after consideration,You make this when choosing what to eat. Can you spell it?,Pagpili na ginawa pagkatapos ng pagsasaalang-alang,Ginagawa mo ito kapag pumipili kung ano ang kakainin. Marunong ka bang magbaybay nito?,Skills
5,EASY,CHOICE,Act of selecting from options,You have this when there are many possibilities. Can you spell it?,Pagkilos ng pagpili mula sa mga opsyon,Mayroon ka nito kapag may maraming posibilidad. Marunong ka bang magbaybay nito?,Skills
5,EASY,OPTION,Thing that may be chosen,You have many of these when making decisions. Can you spell it?,Bagay na maaaring piliin,Mayroon kang marami nito kapag gumagawa ng mga desisyon. Marunong ka bang magbaybay nito?,Skills
5,EASY,ALTERNATIVE,Another possibility,You consider this when your first plan fails. Can you spell it?,Isa pang posibilidad,Isinasaalang-alang mo ito kapag nabigo ang iyong unang plano. Marunong ka bang magbaybay nito?,Skills
5,EASY,POSSIBILITY,Something that might happen,There is this that it will rain tomorrow. Can you spell it?,Isang bagay na maaaring mangyari,May ito na uulan bukas. Marunong ka bang magbaybay nito?,Concepts
5,EASY,OPPORTUNITY,Favorable chance for advancement,Education gives you this for a better life. Can you spell it?,Pabor na pagkakataon para sa pag-unlad,Ang edukasyon ay nagbibigay sa iyo nito para sa mas magandang buhay. Marunong ka bang magbaybay nito?,Concepts
5,EASY,GOAL,Aim or desired result,You set this to achieve something. Can you spell it?,Layunin o nais na resulta,Itinakda mo ito upang makamit ang isang bagay. Marunong ka bang magbaybay nito?,Concepts
5,EASY,OBJECTIVE,Something aimed at,Your this is to pass all your subjects. Can you spell it?,Isang bagay na nilalayong,Ang iyong ito ay pumasa sa lahat ng iyong mga subject. Marunong ka bang magbaybay nito?,Concepts
5,EASY,TARGET,Goal to be achieved,Athletes set this for their performance. Can you spell it?,Layuning makakamit,Itinakda ng mga atleta ito para sa kanilang pagganap. Marunong ka bang magbaybay nito?,Concepts
5,EASY,AIM,Purpose or intention,Your this is to become successful. Can you spell it?,Layunin o intensyon,Ang iyong ito ay maging matagumpay. Marunong ka bang magbaybay nito?,Concepts
5,EASY,PURPOSE,Reason for which something exists,Every person has this in life. Can you spell it?,Dahilan kung bakit umiiral ang isang bagay,Bawat tao ay may ito sa buhay. Marunong ka bang magbaybay nito?,Concepts
5,EASY,MISSION,Important assignment or purpose,Your this is to help others. Can you spell it?,Mahalagang takdang-gawain o layunin,Ang iyong ito ay tumulong sa iba. Marunong ka bang magbaybay nito?,Concepts
5,EASY,VISION,Idea of what the future should be,Leaders have this for their organizations. Can you spell it?,Ideya kung ano ang dapat na hinaharap,Ang mga lider ay may ito para sa kanilang mga organisasyon. Marunong ka bang magbaybay nito?,Concepts
5,EASY,STRATEGY,Plan to achieve a goal,Chess players use this to win games. Can you spell it?,Plano upang makamit ang isang layunin,Ginagamit ng mga chess player ito upang manalo sa mga laro. Marunong ka bang magbaybay nito?,Skills
5,EASY,PLAN,Detailed proposal for doing something,You make this before starting work. Can you spell it?,Detalyadong panukala para sa paggawa ng isang bagay,Ginagawa mo ito bago magsimula ng trabaho. Marunong ka bang magbaybay nito?,Skills
5,EASY,APPROACH,Way of dealing with something,Teachers use different this for each student. Can you spell it?,Paraan ng pakikitungo sa isang bagay,Gumagamit ang mga guro ng iba't ibang ito para sa bawat estudyante. Marunong ka bang magbaybay nito?,Skills
5,EASY,METHOD,Particular way of doing something,Scientists follow this in experiments. Can you spell it?,Partikular na paraan ng paggawa ng isang bagay,Sinusundan ng mga siyentipiko ito sa mga eksperimento. Marunong ka bang magbaybay nito?,Skills
5,EASY,TECHNIQUE,Skillful way of doing something,Artists develop this through practice. Can you spell it?,Marunong na paraan ng paggawa ng isang bagay,Binubuo ng mga artist ito sa pamamagitan ng pagsasanay. Marunong ka bang magbaybay nito?,Skills
5,EASY,PROCEDURE,Established way of doing something,Hospitals follow this for patient care. Can you spell it?,Itinatag na paraan ng paggawa ng isang bagay,Sinusundan ng mga ospital ito para sa pag-aalaga ng pasyente. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,COMMUNICATION,Exchange of information,Good this is key to relationships. Can you spell it?,Palitan ng impormasyon,Ang mabuting ito ay susi sa mga relasyon. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,COLLABORATION,Working together on a project,Scientists practice this in research. Can you spell it?,Pagtutulungan sa isang proyekto,Ginagawa ng mga siyentipiko ito sa pananaliksik. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,COOPERATION,Working together harmoniously,International this promotes peace. Can you spell it?,Pagtutulungan nang maayos,Ang internasyonal na ito ay nagtataguyod ng kapayapaan. Marunong ka bang magbaybay nito?,Values
5,MEDIUM,COORDINATION,Harmonious combination of efforts,Dance requires this of body movements. Can you spell it?,Maayos na kombinasyon ng mga pagsisikap,Ang sayaw ay nangangailangan nito ng mga kilos ng katawan. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,INTEGRATION,Combining into a unified whole,Schools promote this of different cultures. Can you spell it?,Pagsasama sa isang pinag-isang buo,Itinataguyod ng mga paaralan ito ng iba't ibang kultura. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,PRESENTATION,Formal showing of something,Students give this for their projects. Can you spell it?,Pormal na pagpapakita ng isang bagay,Nagbibigay ang mga estudyante nito para sa kanilang mga proyekto. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,DEMONSTRATION,Showing how something works,Teachers give this to explain lessons. Can you spell it?,Pagpapakita kung paano gumagana ang isang bagay,Nagbibigay ang mga guro nito upang ipaliwanag ang mga aralin. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,EXPLANATION,Making something understandable,You give this when teaching others. Can you spell it?,Paggawa ng isang bagay na maintindihan,Binibigay mo ito kapag nagtuturo sa iba. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,CLARIFICATION,Making something clear,You ask for this when confused. Can you spell it?,Paglilinaw ng isang bagay,Humihingi ka nito kapag nalilito. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,ILLUSTRATION,Example that explains,Pictures serve as this in textbooks. Can you spell it?,Halimbawa na nagpapaliwanag,Ang mga larawan ay nagsisilbing ito sa mga textbook. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,NEGOTIATION,Discussion to reach agreement,Diplomats engage in this for peace. Can you spell it?,Talakayan upang makaabot ng kasunduan,Nakikipag-ugnayan ang mga diplomata sa ito para sa kapayapaan. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,MEDIATION,Helping others reach agreement,Counselors do this to resolve conflicts. Can you spell it?,Pagtulong sa iba na makaabot ng kasunduan,Ginagawa ng mga counselor ito upang lutasin ang mga salungatan. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,ARBITRATION,Settlement of dispute by third party,Courts provide this service. Can you spell it?,Paglutas ng alitan ng ikatlong partido,Nagbibigay ang mga korte ng serbisyong ito. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,RECONCILIATION,Restoring friendly relations,Families need this after arguments. Can you spell it?,Pagbabalik ng magiliw na relasyon,Kailangan ng mga pamilya ito pagkatapos ng mga away. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,RESOLUTION,Solution to a problem,You find this when you solve conflicts. Can you spell it?,Solusyon sa isang problema,Nakakahanap ka nito kapag nalulutas mo ang mga salungatan. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,ORGANIZATION,Systematic arrangement,Good this improves efficiency. Can you spell it?,Sistematikong pag-aayos,Ang mabuting ito ay nagpapabuti ng kahusayan. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,ADMINISTRATION,Management of organization,School principals handle this. Can you spell it?,Pamamahala ng organisasyon,Hinahawakan ng mga school principal ito. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,MANAGEMENT,Process of controlling resources,Businesses need good this to succeed. Can you spell it?,Proseso ng pagkontrol ng mga yaman,Kailangan ng mga negosyo ng mabuting ito upang magtagumpay. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,SUPERVISION,Overseeing work of others,Managers provide this to employees. Can you spell it?,Pag-oobserba ng trabaho ng iba,Nagbibigay ang mga manager nito sa mga empleyado. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,DIRECTION,Guidance toward goal,Leaders provide this to their teams. Can you spell it?,Gabay tungo sa layunin,Nagbibigay ang mga lider nito sa kanilang mga koponan. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,GUIDANCE,Advice or information,Teachers offer this to students. Can you spell it?,Payo o impormasyon,Nag-aalok ang mga guro nito sa mga estudyante. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,INSTRUCTION,Detailed information on how to do something,Manuals provide this for products. Can you spell it?,Detalyadong impormasyon kung paano gawin ang isang bagay,Nagbibigay ang mga manual nito para sa mga produkto. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,TRAINING,Teaching specific skills,Athletes undergo this to improve. Can you spell it?,Pagtuturo ng mga tiyak na kasanayan,Dumadaan ang mga atleta sa ito upang bumuti. Marunong ka bang magbaybay nito?,Skills
5,MEDIUM,DEVELOPMENT,Process of growth,Children go through this as they mature. Can you spell it?,Proseso ng paglaki,Dumadaan ang mga bata sa ito habang tumatanda. Marunong ka bang magbaybay nito?,Growth
5,MEDIUM,IMPROVEMENT,Making something better,Practice leads to this in skills. Can you spell it?,Paggawa ng isang bagay na mas mahusay,Ang pagsasanay ay humahantong sa ito sa mga kasanayan. Marunong ka bang magbaybay nito?,Growth
5,MEDIUM,ENHANCEMENT,Increasing quality or value,Technology this improves productivity. Can you spell it?,Pagtaas ng kalidad o halaga,Ang teknolohiya na ito ay nagpapabuti ng produktibidad. Marunong ka bang magbaybay nito?,Improvement
5,MEDIUM,ADVANCEMENT,Forward progress,Education leads to career this. Can you spell it?,Pasulong na pag-unlad,Ang edukasyon ay humahantong sa karera na ito. Marunong ka bang magbaybay nito?,Growth
5,MEDIUM,PROGRESSION,Gradual development,You see this in your learning journey. Can you spell it?,Unti-unting pag-unlad,Nakikita mo ito sa iyong paglalakbay sa pag-aaral. Marunong ka bang magbaybay nito?,Growth
5,MEDIUM,EVOLUTION,Gradual development over time,Species undergo this over generations. Can you spell it?,Unti-unting pag-unlad sa paglipas ng panahon,Dumadaan ang mga species sa ito sa mga henerasyon. Marunong ka bang magbaybay nito?,Science
5,MEDIUM,TRANSFORMATION,Complete change,Caterpillars undergo this to become butterflies. Can you spell it?,Kumpletong pagbabago,Dumadaan ang mga uod sa ito upang maging paru-paro. Marunong ka bang magbaybay nito?,Science
5,MEDIUM,INNOVATION,Introduction of new ideas,Technology companies focus on this. Can you spell it?,Pagpapakilala ng mga bagong ideya,Nakatuon ang mga kumpanya ng teknolohiya sa ito. Marunong ka bang magbaybay nito?,Skills
5,HARD,RESPONSIBILITY,Duty to deal with something,Adults have this for their families. Can you spell it?,Tungkulin na harapin ang isang bagay,Ang mga matatanda ay may ito para sa kanilang mga pamilya. Marunong ka bang magbaybay nito?,Values
5,HARD,ACCOUNTABILITY,Being answerable for actions,Leaders must have this for their decisions. Can you spell it?,Pagiging responsable sa mga aksyon,Dapat mayroon ang mga lider nito para sa kanilang mga desisyon. Marunong ka bang magbaybay nito?,Values
5,HARD,RELIABILITY,Quality of being dependable,Your friends value this trait in you. Can you spell it?,Katangian ng pagiging maaasahan,Pinahahalagahan ng iyong mga kaibigan ang katangiang ito sa iyo. Marunong ka bang magbaybay nito?,Values
5,HARD,DEPENDABILITY,Being trustworthy and consistent,Employers look for this in workers. Can you spell it?,Pagiging mapagkakatiwalaan at tuluy-tuloy,Hinahanap ng mga employer ito sa mga manggagawa. Marunong ka bang magbaybay nito?,Values
5,HARD,TRUSTWORTHINESS,Deserving trust and confidence,Honest people are known for their this. Can you spell it?,Karapat-dapat sa tiwala at kumpiyansa,Ang mga taong tapat ay kilala sa kanilang ito. Marunong ka bang magbaybay nito?,Values
5,HARD,INDEPENDENCE,Freedom from control of others,Young adults seek this as they grow. Can you spell it?,Kalayaan mula sa kontrol ng iba,Hinahanap ng mga kabataan ito habang lumalaki. Marunong ka bang magbaybay nito?,Qualities
5,HARD,AUTONOMY,Self-governance and freedom,Countries fight for their this. Can you spell it?,Sariling pamamahala at kalayaan,Lumalaban ang mga bansa para sa kanilang ito. Marunong ka bang magbaybay nito?,Concepts
5,HARD,SELF-RELIANCE,Relying on one's own abilities,Adults need this to live independently. Can you spell it?,Pag-asa sa sariling kakayahan,Kailangan ng mga matatanda ito upang mabuhay nang nakapag-iisa. Marunong ka bang magbaybay nito?,Qualities
5,HARD,SELF-SUFFICIENCY,Able to provide for oneself,Farmers practice this by growing their own food. Can you spell it?,Kayang magbigay para sa sarili,Ginagawa ng mga magsasaka ito sa pamamagitan ng pagtatanim ng sariling pagkain. Marunong ka bang magbaybay nito?,Qualities
5,HARD,SELF-DIRECTION,Guiding one's own actions,Successful people have strong this. Can you spell it?,Paggabay sa sariling mga aksyon,Ang mga matagumpay na tao ay may malakas na ito. Marunong ka bang magbaybay nito?,Qualities
5,HARD,PERSEVERANCE,Persistence despite difficulties,Marathon runners need this quality. Can you spell it?,Pagpapatuloy sa kabila ng mga kahirapan,Kailangan ng mga marathon runner ang katangiang ito. Marunong ka bang magbaybay nito?,Values
5,HARD,PERSISTENCE,Continuing firmly despite obstacles,Successful people are known for their this. Can you spell it?,Patuloy na pagsisikap sa kabila ng mga hadlang,Ang mga matagumpay na tao ay kilala sa kanilang ito. Marunong ka bang magbaybay nito?,Values
5,HARD,DETERMINATION,Firmness of purpose,You need this to achieve difficult goals. Can you spell it?,Katibayan ng layunin,Kailangan mo nito upang makamit ang mahihirap na layunin. Marunong ka bang magbaybay nito?,Qualities
5,HARD,DEDICATION,Complete commitment to something,Athletes show this through daily training. Can you spell it?,Kumpletong pangako sa isang bagay,Ipinapakita ng mga atleta ito sa pamamagitan ng araw-araw na pagsasanay. Marunong ka bang magbaybay nito?,Values
5,HARD,COMMITMENT,State of being dedicated,You make this when you join a team. Can you spell it?,Kalagayan ng pagiging dedikado,Ginagawa mo ito kapag sumali ka sa isang koponan. Marunong ka bang magbaybay nito?,Values
5,HARD,INNOVATION,Creating new methods or ideas,Technology companies focus on this. Can you spell it?,Paglikha ng mga bagong pamamaraan o ideya,Nakatuon ang mga kumpanya ng teknolohiya sa ito. Marunong ka bang magbaybay nito?,Skills
5,HARD,CREATIVITY,Ability to create original things,Artists are known for their this. Can you spell it?,Kakayahang lumikha ng mga orihinal na bagay,Ang mga artist ay kilala sa kanilang ito. Marunong ka bang magbaybay nito?,Skills
5,HARD,ORIGINALITY,Quality of being new and unique,Writers strive for this in their work. Can you spell it?,Katangian ng pagiging bago at natatangi,Nagsusumikap ang mga manunulat para sa ito sa kanilang gawa. Marunong ka bang magbaybay nito?,Qualities
5,HARD,INGENUITY,Clever inventiveness,Engineers show this in solving problems. Can you spell it?,Matalinong pagkamalikhain,Ipinapakita ng mga inhinyero ito sa paglutas ng mga problema. Marunong ka bang magbaybay nito?,Qualities
5,HARD,RESOURCEFULNESS,Ability to find quick solutions,Survivors show this in difficult situations. Can you spell it?,Kakayahang makahanap ng mabilis na solusyon,Ipinapakita ng mga survivor ito sa mahihirap na sitwasyon. Marunong ka bang magbaybay nito?,Qualities
5,HARD,ADAPTABILITY,Ability to adjust to changes,Animals show this when habitats change. Can you spell it?,Kakayahang mag-adjust sa mga pagbabago,Ipinapakita ng mga hayop ito kapag nagbabago ang mga tirahan. Marunong ka bang magbaybay nito?,Qualities
5,HARD,FLEXIBILITY,Ability to change easily,You need this when plans change suddenly. Can you spell it?,Kakayahang magbago nang madali,Kailangan mo nito kapag biglang nagbago ang mga plano. Marunong ka bang magbaybay nito?,Qualities
5,HARD,VERSATILITY,Ability to adapt to many functions,Athletes with this can play multiple positions. Can you spell it?,Kakayahang umangkop sa maraming tungkulin,Ang mga atleta na may ito ay maaaring maglaro ng maraming posisyon. Marunong ka bang magbaybay nito?,Qualities
5,HARD,RESILIENCE,Ability to recover from difficulties,You show this when you bounce back from failure. Can you spell it?,Kakayahang makabawi mula sa mga kahirapan,Ipinapakita mo ito kapag bumangon ka mula sa pagkabigo. Marunong ka bang magbaybay nito?,Qualities
5,HARD,ENDURANCE,Ability to withstand hardship,Marathon runners need physical this. Can you spell it?,Kakayahang tiisin ang kahirapan,Kailangan ng mga marathon runner ng pisikal na ito. Marunong ka bang magbaybay nito?,Qualities
5,HARD,TOLERANCE,Accepting different views,Peaceful societies practice this. Can you spell it?,Pagtanggap ng iba't ibang pananaw,Ginagawa ng mapayapang lipunan ito. Marunong ka bang magbaybay nito?,Values
5,HARD,ACCEPTANCE,Willingness to tolerate something,You show this by respecting differences. Can you spell it?,Pagkahandang tanggapin ang isang bagay,Ipinapakita mo ito sa pamamagitan ng paggalang sa mga pagkakaiba. Marunong ka bang magbaybay nito?,Values
5,HARD,UNDERSTANDING,Sympathetic awareness,Good friends have this for each other. Can you spell it?,Simpatikong kamalayan,Ang mabubuting kaibigan ay may ito para sa isa't isa. Marunong ka bang magbaybay nito?,Values
5,HARD,COMPASSION,Sympathetic concern for suffering,Nurses show this when caring for patients. Can you spell it?,Simpatikong malasakit para sa pagdurusa,Ipinapakita ng mga nars ito kapag nag-aalaga ng mga pasyente. Marunong ka bang magbaybay nito?,Values
5,HARD,EMPATHY,Understanding others' feelings,You show this when you feel what others feel. Can you spell it?,Pag-unawa sa damdamin ng iba,Ipinapakita mo ito kapag nararamdaman mo ang nararamdaman ng iba. Marunong ka bang magbaybay nito?,Values
5,HARD,SYMPATHY,Feelings of pity for someone,You feel this when you see someone suffering. Can you spell it?,Damdamin ng awa para sa isang tao,Nararamdaman mo ito kapag nakikita mo ang isang taong nagdurusa. Marunong ka bang magbaybay nito?,Emotions
6,EASY,INDEPENDENCE,Freedom from outside control,Countries celebrate their this. Can you spell it?,Kalayaan mula sa kontrol ng iba,Ipinagdiriwang ng mga bansa ang kanilang ito. Marunong ka bang magbaybay nito?,Concepts
6,EASY,CITIZENSHIP,Being a member of a country,Voting is a duty of good this. Can you spell it?,Pagiging miyembro ng isang bansa,Ang pagboto ay tungkulin ng mabuting ito. Marunong ka bang magbaybay nito?,Social
6,EASY,PATRIOTISM,Love for one's country,People show this by respecting the flag. Can you spell it?,Pagmamahal sa sariling bansa,Ipinapakita ng mga tao ito sa pamamagitan ng paggalang sa watawat. Marunong ka bang magbaybay nito?,Values
6,EASY,DEMOCRACY,Government by the people,Citizens vote in this system. Can you spell it?,Pamahalaan ng mga tao,Bumoboto ang mga mamamayan sa sistemang ito. Marunong ka bang magbaybay nito?,Government
6,EASY,FREEDOM,State of being free,People fight for their this. Can you spell it?,Kalagayan ng pagiging malaya,Lumalaban ang mga tao para sa kanilang ito. Marunong ka bang magbaybay nito?,Concepts
6,EASY,LIBERTY,Freedom from control,The statue represents this value. Can you spell it?,Kalayaan mula sa kontrol,Ang estatwa ay kumakatawan sa halagang ito. Marunong ka bang magbaybay nito?,Concepts
6,EASY,RIGHTS,Legal entitlements,All people have human this. Can you spell it?,Legal na karapatan,Ang lahat ng tao ay may pantao na ito. Marunong ka bang magbaybay nito?,Concepts
6,EASY,DUTIES,Moral or legal obligations,Citizens have this to their country. Can you spell it?,Moral o legal na obligasyon,Ang mga mamamayan ay may ito sa kanilang bansa. Marunong ka bang magbaybay nito?,Concepts
6,EASY,OBLIGATIONS,Things you must do,Students have this to study. Can you spell it?,Mga bagay na dapat mong gawin,Ang mga estudyante ay may ito na mag-aral. Marunong ka bang magbaybay nito?,Concepts
6,EASY,RESPONSIBILITIES,Duties you are expected to fulfill,Adults have many of these. Can you spell it?,Mga tungkulin na inaasahang tuparin,Ang mga matatanda ay may marami nito. Marunong ka bang magbaybay nito?,Concepts
6,EASY,PRIVILEGES,Special rights or advantages,Driving is this that requires a license. Can you spell it?,Espesyal na karapatan o bentahe,Ang pagmamaneho ay ito na nangangailangan ng lisensya. Marunong ka bang magbaybay nito?,Concepts
6,EASY,ENTITLEMENTS,Rights to receive something,Citizens have this to government services. Can you spell it?,Karapatan na makatanggap ng isang bagay,Ang mga mamamayan ay may ito sa mga serbisyo ng gobyerno. Marunong ka bang magbaybay nito?,Concepts
6,EASY,GOVERNMENT,System of ruling a country,The this makes laws for citizens. Can you spell it?,Sistema ng pamamahala ng isang bansa,Ang ito ay gumagawa ng mga batas para sa mga mamamayan. Marunong ka bang magbaybay nito?,Government
6,EASY,CONSTITUTION,Fundamental laws of a country,The this protects citizens' rights. Can you spell it?,Pangunahing batas ng isang bansa,Ang ito ay nag-iingat ng mga karapatan ng mga mamamayan. Marunong ka bang magbaybay nito?,Government
6,EASY,LAW,Rule made by government,Everyone must follow the this. Can you spell it?,Patakaran na ginawa ng pamahalaan,Dapat sundin ng lahat ang ito. Marunong ka bang magbaybay nito?,Government
6,EASY,JUSTICE,Fair treatment according to law,Courts ensure this for all. Can you spell it?,Makatarungang pagtrato ayon sa batas,Sinisiguro ng mga korte ito para sa lahat. Marunong ka bang magbaybay nito?,Values
6,EASY,EQUALITY,State of being equal,All people deserve this. Can you spell it?,Kalagayan ng pagiging pantay,Ang lahat ng tao ay karapat-dapat sa ito. Marunong ka bang magbaybay nito?,Values
6,EASY,FAIRNESS,Quality of being just,Judges must show this in decisions. Can you spell it?,Katangian ng pagiging makatarungan,Dapat ipakita ng mga hukom ito sa mga desisyon. Marunong ka bang magbaybay nito?,Values
6,EASY,NATION,Large group of people with common identity,The Philippines is our this. Can you spell it?,Malaking grupo ng mga tao na may karaniwang pagkakakilanlan,Ang Pilipinas ay ating ito. Marunong ka bang magbaybay nito?,Geography
6,EASY,COUNTRY,Territory with its own government,Each this has its own flag. Can you spell it?,Teritoryo na may sariling pamahalaan,Bawat ito ay may sariling watawat. Marunong ka bang magbaybay nito?,Geography
